id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-0001,Abdomen,Abdomen,Inda,Inda,Caloosha
EH-PRE-043,AbdomenCPESign.Hepatomegaly,Hepatomegaly,Kubyimba umwijima,Ivyimba ry'igitigu,
EH-PRE-044,AbdomenCPESign.Splenomegaly,Splenomegaly,Kubyimba urwangashya,Ingwara y'indugwe,Xameeti Barar
EHEZA-U-0002,AbdomenCPESign.TPRightUpper,Tender to Palpation right upper,Igice cyo hejuru iburyo kirababara  iyo ugikanze,Bitera bija mu kudidagizwa mu kuryo amasubiza hejuru,
EHEZA-U-0003,AbdomenCPESign.TPRightLower,Tender to Palpation right lower,Igice cyo hasi iburyo kirababara  iyo ugikanze,Bitera bija mu kudidagizwa mu kuryo amasubiza hasi,
EHEZA-U-0004,AbdomenCPESign.TPLeftUpper,Tender to Palpation left upper,Igice cyo hejuru ibumoso kirababara  iyo ugikanze,Bitera bija mu kudidagizwa mu kubamfu amasubiza hejuru,
EHEZA-U-0005,AbdomenCPESign.TPLeftLower,Tender to Palpation left lower,Igice cyo hasi ibumoso kirababara  iyo ugikanze,Bitera bija mu kudidagizwa mu kubamfu amasubiza hasi,
EHEZA-U-0006,AbdomenCPESign.Hernia,Hernia,Urugingo ruyobera cg rwinjira mu rundi,Isoho ry'agace k'umubiri w'indani hama kakavyimbira hanze,
EH-PRE-024,AbdominalPainLabel,Abdominal Pain,Kubabara mu nda,Ukubabara mu nda,Calool Xanuun
EHEZA-U-0007,Abnormal,Abnormal,,Bidasanzwe,Aan caadi ahayn
EHEZA-U-0008,Abortions,Abortions,Inda yavuyemo,Ugukoroka kw'imbanyi,Dhicis
EHEZA-U-0009,Accept,Accept,,Emeza,Aqbal
EHEZA-U-0010,Actions,Actions,Ibikorwa,Ibikorwa,Tallaabooyin
EHEZA-U-0011,ActionsTaken,Actions Taken,Ibyakozwe,Ibikorwa vyakozwe,Tallaabooyinka way fuleen
EHEZA-U-0012,ActionsToTake,Actions To Take,Ibigomba gukorwa,Ibitegekanijwe gukorwa,Talaabooyinka la qaadayo
EHEZA-U-0013,AcuteFindingsGeneralSign.LethargicOrUnconscious,Lethargic Or Unconscious,Yahwereye cyangwa yataye ubwenge,Itiro rirenze canke ukuraba canke uguta ubwenge,Tabaalac ama Miyirdaboolan
EHEZA-U-0014,AcuteFindingsGeneralSign.AcuteFindingsPoorSuck,Poor Suck,Yonka nta mbaraga,Ugukwega kutakwiye,Nuugida ku Yar
EH-AI-020,AcuteFindingsGeneralSign.SunkenEyes,Sunken Eyes,Amaso yahenengeye,Amaso yacokeye,Indhaha oo God ku jira
EHEZA-U-0015,AcuteFindingsGeneralSign.PoorSkinTurgor,Poor Skin Turgor,Uruhu rwumye,Uruhu rukene,Maqaar Dilan
EH-AI-022,AcuteFindingsGeneralSign.Jaundice,Jaundice,Umuhondo/umubiri wahindutse umuhondo,Ingwara y'umuhondo,Cagaarshow
EHEZA-U-0016,AcuteFindingsRespiratorySign.Stridor,Stridor,Guhumeka ajwigira,Uguhema ujwigira mu gihe uri maso,Dhuun qabad
EHEZA-U-0017,AcuteFindingsRespiratorySign.NasalFlaring,Nasal Flaring,Amazuru abyina igihe ahumeka,Ukwaguka kw'amazuru mu gihe uriko urahema,San Qaroor
EHEZA-U-0018,AcuteFindingsRespiratorySign.SevereWheezing,Severe Wheezing,Guhumeka nabi cyane ajwigira,Uguhema nabi bikaze,Shanqar aad u daran
EHEZA-U-0019,AcuteFindingsRespiratorySign.SubCostalRetractions,Sub-Costal Retractions,Icyena mu mbavu,Ugukuraho ibiri munsi y'imbavu,Dub uga soo noqonaya muruqa hoose
EHEZA-U-0020,AcuteIllness,Acute Illness,Uburwayi butunguranye,Ingwara ikaze,Xanuun soo Bood ah
EHEZA-U-0021,AcuteIllnessDangerSign.DangerSignConditionNotImproving,Condition not improving,Yanyoye imiti ariko ntiyoroherwa,"Ingene bimeze, nta terambera",Xaaladda masoo hagaagayso
EHEZA-U-0022,AcuteIllnessDangerSign.DangerSignUnableDrinkSuck,Unable to Drink/Suck,Ntashoboye kunywa/konka,Ntibishoboka kunywa/konka,Ma Cabi/Nuugi karo
EHEZA-U-0023,AcuteIllnessDangerSign.DangerSignLethargyUnconsciousness,Lethargy or Unconsciousness,Yahwereye cyangwa ntiyumva,Itiro rirenze canke ukuraba/uguta ubwenge,Tabaalac ama Miyirdabool
EHEZA-U-0024,AcuteIllnessDangerSign.DangerSignRespiratoryDistress,Respiratory Distress,Ahumeka bimugoye,Ingorane yo guhema,Howlgab Neefsashada ah
EH-AI-018,AcuteIllnessDangerSign.DangerSignBloodyDiarrhea,Bloody Diarrhea,Arituma amaraso,Ugucibwamwo/uguhitwa bivanze n'amaraso,Shuban Dhiig
EHEZA-U-0025,AcuteIllnessDangerSign.DangerSignNewSkinRash,New Skin Rash,Yasheshe uduheri dushya,Uduherehere dushasha k'uruhu/urukoba,Nabar Maqaarka Cusub
EHEZA-U-0026,AcuteIllnessDiagnosis.DiagnosisCovid19Suspect,Suspected COVID-19,Aracyekwaho indwara ya COVID-19,Hiketswe umugera wa COVID-19,Looga shakisan yahay COVID-19
EHEZA-U-0027,AcuteIllnessDiagnosis.DiagnosisMalariaComplicated,Complicated Malaria,Malariya y'igikatu,Malariya ikomeye,Duumo Liidata
EHEZA-U-0028,AcuteIllnessDiagnosis.DiagnosisGastrointestinalInfectionComplicated,Gastrointestinal Infection with Complications,Indwara yo mu nda ikabije,Ingwara yo mu mara/m'umushishito hamwe n'ingorane zijanye nazo,Caabuqa Caloosha oo leh Waxyeello
EHEZA-U-0029,AcuteIllnessDiagnosis.DiagnosisGastrointestinalInfectionUncomplicated,Gastrointestinal Infection without Complications,Indwara yo mu nda yoroheje,Ingwara yo mu mara/m'umushishito ata ngorane zijanye nazo,Caabuqa Caloosha aan lahayn Waxyeello
EHEZA-U-0030,AcuteIllnessDiagnosis.DiagnosisSimpleColdAndCough,Simple Cold and Cough,Ibicurane n'inkorora byoroheje,Imbeho hamwe n'inkorora biswnzwe,Qufac iyo Qarqaryo fudud
EHEZA-U-0031,AcuteIllnessDiagnosis.DiagnosisRespiratoryInfectionComplicated,Acute Respiratory Infection with Complications,Indwara y'ubuhumekero ikabije,Indwara ikaze ifatira mubihimba vy'ihemero hamwe n'ingorane ziyiherekeje,Caabuqa Neefsashada ku dhaca ee leh dhibaatadu la socoto
EHEZA-U-0032,AcuteIllnessDiagnosis.DiagnosisRespiratoryInfectionUncomplicated,Uncomplicated Pneumonia,Umusonga woroheje,Hiketswe ingwara y'umusonga igoye,Oof wareen aan waxyeello lahayn`
EHEZA-U-0033,AcuteIllnessDiagnosisWarning.DiagnosisCovid19Suspect,Suspected COVID-19 case,Aracyekwaho indwara ya COVID-19,Hiketswe ingwara ya Korona-19 (COVID-19),Xaalad covid-19 looga shakisan yahay
EHEZA-U-0034,AcuteIllnessDiagnosisWarning.DiagnosisMalariaComplicated,Malaria with Complications,Afite Malariya y'igikatu,Malariya kumwe n'ingorane zikomeye zayo,Duumo leh Waxyeello
EHEZA-U-0035,AcuteIllnessDiagnosisWarning.DiagnosisGastrointestinalInfectionComplicated,Suspected Gastrointestinal Infection (with Complications),Aracyekwaho indwara yo mu nda ikabije,Hiketswe ingwara yo mu mara/mu nda (hamwe n'ingorane),Looga Shakisan yahay Caabuqa Caloosha (leh Waxyeello)
EHEZA-U-0036,AcuteIllnessDiagnosisWarning.DiagnosisGastrointestinalInfectionUncomplicated,Suspected Gastrointestinal Infection (without Complications),Aracyekwaho indwara yo mu nda yoroheje,Hiketswe ingwara yo mu mara/mu nda (ata ngorane),Looga Shakisan yahay Caabuqa Caloosha (aan lahayn waxyeello)
EHEZA-U-0037,AcuteIllnessDiagnosisWarning.DiagnosisRespiratoryInfectionComplicated,Suspected Acute Respiratory Infection (with Complications),Aracyekwaho indwara y'ubuhumekero ikabije,Hiketswe ukwandura ingwara yo guhema ikaze/ikomeye (hamwe n'ingorane),Looga Shakisan yahay Caabuqa Saableyda (leh waxyeello)
EHEZA-U-0038,AcuteIllnessDiagnosisWarning.DiagnosisRespiratoryInfectionUncomplicated,Suspected Uncomplicated Pneumonia,Aracyekwaho umusonga woroheje,Hiketswe ingwara y'umusonga igoye,Looga shakisan yahay Xiiq dheer aan lahayn waxyeello
EHEZA-U-0039,AcuteIllnessExisting,Existing Acute Illness,Indwara ifatiyeho iheruka kuvurwa,Hariho ungwara ikaze/ikomeye,Xanuun soo Bood ah jira
EHEZA-U-0040,AcuteIllnessHistory,Acute Illness History,Amakuru ku ndwara ifatiyeho,Akahise k'ingwara ibabaza cane/ikaze,Taariikhda Xanuunka soo Boodada ah
EHEZA-U-0041,AcuteIllnessOutcome.OutcomeIllnessResolved,Illness Resolved,Indwara Yarakize,Ingwara yatorewe inyishu,Cudurka iskiis u baaba`ay
EHEZA-U-0042,AcuteIllnessOutcome.OutcomeLostToFollowUp,Lost to Follow Up,Umurwayi yaburiwe irengero,Yarabuzwe mu gihe co gukurikiranwa,Aan la
EHEZA-U-0043,AcuteIllnessOutcome.OutcomeMovedOutsideCA,Moved outside the catchment area,Umurwayi yimukiye ahandi,Bimuriwe/yimuriwe/yagiye hanze y'akarere k'ibikorwa/k'ubuvuzi,U guuray goob ka baxsan xeyndaabka adeega
EHEZA-U-0044,AcuteIllnessOutcomeLabel,Acute Illness Outcome,Iherezo ry'indwara ifatiyeho\n,Inkurikizi/ingaruka z'ingwara ibabaza cane/ikaze,Natiijada Xanuunka soo Boodada ah
EHEZA-U-0045,AcuteMalnutrition,Acute Malnutrition,Imirire mibi ihutiyeho,,Nafaqo darrda
EHEZA-U-0046,ActiveDiagnosis,Active Diagnosis,Uburwayi Bwasuzumwe,Indwara arwaye ubu,Baaritaan cusub
EHEZA-U-0047,Activities,Activities,Ibikorwa,Ibikorwa,Howlaha
EHEZA-U-0048,ActivitiesTitle.MotherActivity,Lactation,Konsa,Konsa,Nuujin
EHEZA-U-0049,ActivitiesTitle.MotherActivity,FBF Mother,FBF y'umubyeyi,FBF y'umuvyeyi,Hooyo FBF ah
EHEZA-U-0050,ActivitiesTitle.ChildActivity,FBF Child,FBF y'umwana,FBF y'umwana,Canug FBF ah
EHEZA-U-0051,Activity,Activity,Igikorwa,,Howsha
EHEZA-U-0052,AcuteIllnessActivityTitle.AcuteIllnessPhysicalExam,Physical Exam,Gusuzuma,Igipimo c'umubiri,Baaritaan Jireed
EHEZA-U-0053,AcuteIllnessActivityTitle.AcuteIllnessPriorTreatment,Prior Treatment History,Amakuru ku miti yafashe,Imbere yo kuvura akahise,Ka hor Taariikhda Daaweynta
EHEZA-U-0054,AcuteIllnessActivityTitle.AcuteIllnessLaboratory,Laboratory,Ibizamini,Icumba c'ipimiro,Sheybaar
EHEZA-U-0055,AddressInformation,Address Information,Aho atuye/Aho abarizwa,Amakuru ajanye n'aho aba,Macluumaadka Cinwaanka
EHEZA-U-0056,AdverseEvent.AdverseEventRashOrItching,Rash or Itching,Kwishima cyangwa gusesa uduheri (turyaryata),Amaherehere canke kwiyagaza,Nabar ama Cuncun
EHEZA-U-0057,AdverseEvents,Adverse Events,,Ibimenyetso vyuko umuti wamumereye nabi,Waxyeellooyin
EHEZA-U-0058,AgeWord,Age,Imyaka,Imyaka,Da`da
EHEZA-U-0059,AHEZA,AHEZA,,,
EHEZA-U-0060,AhezaChild,Aheza Child,Aheza igenewe umwana,Aheza igenewe umwana,Aheza Ilmo
EHEZA-U-0061,AhezaMother,Aheza Mother,Aheza igenewe umubyeyi,Aheza igenewe umuvyeyi,Aheza Hooyo
EHEZA-U-0062,AlbendazoleLabel,Albendazole,,,
EHEZA-U-0063,AILaboratoryTask.LaboratoryCovidTesting,Covid Rapid Test,Ikizamini cya Covid-19 cyihuse,Igipimo c'ihuta ca Korona,Baaritaanka deg dega ah ee Covid
EHEZA-U-0064,All,All,Uburwayi bwose,Vyose,Dhamaan
EHEZA-U-0065,AlmostEveryday,Almost everyday (6-7 days),Buri munsi (iminsi 6-7),,
EHEZA-U-0066,Amlodipine5mg,Amlodipine (5mg),,,
EHEZA-U-0067,ANCNewborn,Antenatal Care & Newborn,Kwita k’umugore utwite n’uruhinja,Gukurikirana umukenyezi wibungenze n'uruyoya,Daryeelka Uurreyda & Dhallaan
EHEZA-U-0068,AntenatalCare,Antenatal Care,Isuzuma ku mugore utwite,Gukurikirana umukenyezi wibungenze,Daryeelka Uurreyda
EHEZA-U-0069,AntenatalProgressReport,Antenatal Progress Report,,Icegeranyo c'iterambere ry'imbanyi imbere yo kuvyara,Warbixinta Joogtada ah ee Uurreyda
EHEZA-U-0070,AntenatalVisistsHistory,Antenatal Visits History,Amakuru ku isurwa ry'umugore utwite,Akahise ko kugenderwa imbere yo kuvyara,Taariikhda Booqashada Uureyda
EHEZA-U-0071,AppName,E-Heza System,E-heza sisiteme,Ubuhinga bwa E-Heza,Habka E-Heza
EHEZA-U-0072,AppointmentConfirmation,Appointment Confirmation,Kwemeza itariki yo kugaruka,Kwemeza isango,Xaqiijinta Ballanta
EHEZA-U-0073,Assessment,Assessment,Ipimwa,Isuzuma,Qiimayn
EHEZA-U-0074,Asthma,Asthma,Asthma (Agahema),Asima,
EHEZA-U-0075,Attendance,Attendance,Ubwitabire,Ukwitaba,
EHEZA-U-0076,Azithromycin2g,Azithromycin (2g),Azithromycine (2g),azithromycine(2g),
EHEZA-U-0077,Baby,Baby,Umwana,Uruyoya,Cunuga
EHEZA-U-0078,Balance,Balance,Ibisigaye,,Haraaga
EHEZA-U-0079,BatchNumberAbbrev,Batch #,Nomero #,,
EH-PRE-065,BloodGroup,Blood Group,Ubwoko bw'Amaraso,Umurwi wa'amaraso,
EHEZA-U-0080,BeatsPerMinuteUnitLabel,Beats per minute,Inshuro umutima utera ku munota,Ugukubita k'umunota,Garaaca daqiiqadiiba
EHEZA-U-0081,BirthDefect.DefectBirthInjury,Birth Injury,Impanuka zo mu kuvuka,Igikomere yavukanye,Dhaawac Dhalasho
EHEZA-U-0082,BirthDefect.DefectCleftLipWithCleftPalate,Cleft Lip with Cleft Palate,Ibibari k'umunwa n'urusenge rw'akanwa,Umunwa wapasutse hamwe n'ubujana,
EHEZA-U-0083,BirthDefect.DefectCleftPalate,Cleft Palate,Ibibari ku rusenge rw'akanwa,Ubujana,
EHEZA-U-0084,BirthDefect.DefectClubFoot,ClubFoot,Ibirenge bitameze neza,Ubumuga bw'ikirenge,
EHEZA-U-0085,BirthDefect.DefectMacrocephaly,Macrocephaly,Umutwe munini cyane,Umutwe munini urengeye ibisanzwe,
EHEZA-U-0086,BirthDefect.DefectGastroschisis,Gastroschisis,Umwobo ku nda bituma imyanya yo mu nda iba hanze,Ingwara umwana avukana ituma usanga ikinigo mu nda iwe hama amara agasohoka,Xubnaha Uur ku jirta oo Banaanka usoo baxa
EHEZA-U-0087,BirthDefect.DefectHearingLoss,Hearing Loss,Ubumuga bwo kutumva,Gutakaza kumva,Maqal la`aan
EHEZA-U-0088,BirthDefect.DefectUndescendedTestes,Undescended Testes,Udusabo tw'itanga tutari mu mwanya watwo,Ibipimo bidategeretse,
EHEZA-U-0089,BirthDefect.DefectHypospadias,Hypospadias,Umwenge unyuramo inkari ku gice cyo hasi cy'imboro,Ingwara canke ikintu kidasanzwe aho intoboro y'imboro y'umwana ija aho itagenewe,
EHEZA-U-0090,BirthDefect.DefectInguinalHernia,Inguinal Hernia,Urura rwamanutse ruva mu gice cyarwo,Ikivyimba mu mara,Xudun Wareen
EHEZA-U-0091,BirthDefect.DefectMicrocephaly,Microcephaly,Umutwe muto cyane,Umutwe mutoya birengeye ugereranije niy'abandi bana bafise imyaka ingana,Madax Yarow
EHEZA-U-0092,BirthDefect.DefectNeuralTubes,Neural Tubes Defects,Urutirigongo rudafunze neza,,Cudurka Dareen Sidaha Daadsan ee Laf Dhabrta
EHEZA-U-0093,BirthDefect.DefectDownSyndrome,Down Syndrome,Ikibazo giterwa no kuvukana uturangamuntu(Chromosomes) turenze utwangomwa,Ingwara ya Down (ingwara ituma haba ingorane mu bwenge canke k'umubiri),
EHEZA-U-0094,BirthDefect.DefectCongenitalHeart,CongenitalHeart Defects (CHD),Yavukanye ibibazo by'umutima,Ingwara z'umutima zavukanywe,
EHEZA-U-0095,BirthDefect.DefectVentricalSeptal,Ventrical Septal Defect,Ibibazo by'umutima,Ingwara y'umutima aho hari ikinogo mu kibambazi gitandukanya ivyumba 2 vyo hepfo mu mutima indani,
EHEZA-U-0096,BirthDefect.DefectPulmonaryValveAtresiaAndStenosis,Pulmonary Valve Atresia and Stenosis,Ibibazo by'umutima n'ibihaha,Ingwara yo mu mahaha itewe n'ubuke bw'amaraso aje ava m'umutima kubera hariho uturingoti/uturyango twugaye,
EHEZA-U-0097,BirthDefectLabel,Birth Defect,Yavukanye ubumuga,Yavukanye ubumuga,
EHEZA-U-0098,BloodGlucose,Blood Glucose,Ingano y'Isukari mu Maraso,"Umurwi wa \""Glucose\"" (umurwi ndemamubiri)",
EHEZA-U-0099,BloodPressure,Blood Pressure,Umuvuduko w'amaraso,Umuvuduko w'amaraso,
EHEZA-U-0100,BloodPressureDiaLabel,Diastolic,Umuvuduko w'amaraso wo hasi,,Garaaca Sare
EHEZA-U-0101,BloodPressureSysLabel,Systolic,Umubare w'umuvuduko w'amaraso wo hejuru,Umuvuduko w'amaraso urenze mu gihe umutima uyarungitse,
EHEZA-U-0102,BloodSmearLabel,Malaria Blood Smear,,Gupima Malariya mu maraso,
EHEZA-U-0103,BloodSmearTestResult,Malaria Blood Smear Result,,,
EHEZA-U-0104,BloodInSputumLabel,Blood in Sputum,Amaraso mu gikororwa,Amaraso mu bikororwa,Dhiig la socda Xaakada
EHEZA-U-0105,BMI,BMI,,IMC,
EHEZA-U-0106,BMIUnit,kg/m²,,,
EH-PRE-005,BodyTemperature,Body Temperature,Ubushyuhe bw'umubiri,Ubushuhe bw'umubiri,Heer kulka Jirka
EHEZA-U-0107,BornUnderweight,Born Underweight,Yavukanye ibiro bidashyitse,Yavutse afise ibiro bikeya,Ku Dhashay Miisaan Yar
EHEZA-U-0108,BowedLegs,Bowed Legs,Amaguru atameze neza (yagize imitego),Amaguru yigonze,
EHEZA-U-0109,BreathsPerMinuteUnitLabel,Breaths per minute,Inshuro ahumeka ku munota,Uguhema k'umunota,Neefsiga daqiiqadii
EHEZA-U-0110,BreastExam,Breast Exam,Gusuzuma amabere,Igipimo c'amabere,
EHEZA-U-0111,BreastExamSign.Mass,Mass,Utubyimba mu Ibere,Imisa,
EHEZA-U-0112,BreastExamSign.Discharge,Discharge,Gusohoka kw'ibintu bidasanzwe,Gucugwa,Ka saarid
EHEZA-U-0113,BreastExamSign.Infection,Infection,Indwara iterwa n'udukoko tutabonwa n'amaso (Microbes),Ivyanduza,Caabuq
EHEZA-U-0114,BreastExamSign.Warmth,Warmth,Ubushyuhe,Ubushuhe,
EHEZA-U-0115,BrittleHair,Brittle Hair,Gucurama no guhindura ibara ku misatsi,Imishatsi ibenje,Timo
EHEZA-U-0116,CalciumLabel,Calcium,Kalisiyumu,,
EHEZA-U-0117,Candidiasis,Candidiasis,Kandidoze,Candidose,
EHEZA-U-0118,CardiacDisease,Cardiac Disease,Indwara z'umutima,Ingwara y'umutima,
EHEZA-U-0119,Caring,Caring,Kwita ku mwana,Ukwita ku mwana,Daryeelaya
EHEZA-U-0120,Carvedilol625mg,Carvedilol (6.25mg),,,
EHEZA-U-0121,CaseManagement,Case Management,Gukurikirana Umurwayi,Gukurikirana umurwayi,Maareynta Xaalada
EHEZA-U-0122,CaseManagementFilterLabel.FilterContactsTrace,Contact Tracing,Gushakisha abahuye n'uwanduye,Kurondera uwo mwavuganye,Raad raaca Qofka
EHEZA-U-0123,CaseManagementFilterLabel.FilterPrenatalLabs,ANC Labs,Ibizamini bikorerwa umubyeyi utwite,Ibipimo vya laboratware bikorerwa abasuzumisha imbanyi,
EHEZA-U-0124,CaseManagementPaneHeader.FilterNutrition,Child Nutrition Follow Up,Gukurikirana imirire y'umwana,Gukurikirana Ingaburo y’umwana,Ka warqabka Nafaqada Canuga
EHEZA-U-0125,Ceftriaxone1g,Ceftriaxone (1g),,,
EHEZA-U-0126,Celsius,Celsius,Serisiyusi,,Seelisyas
EHEZA-U-0127,CelsiusAbbrev,°C,,,
EHEZA-U-0128,Cell,Cell,Akagali,cellule,Unug
EHEZA-U-0129,Child0to5,Child (0-5),Umwa (0-5),Umwa (0-5),
EHEZA-U-0130,Child6to24,Child (6-24),Umwana (6-24),Umwnana (6-24),
EHEZA-U-0131,ChildHmisNumber,Child HMIS Number,Numero y'umwana muri HMIS,Inomero y'umwana muri SIGS,Lambarka HXMC ee Canuga
EHEZA-U-0132,ChildIdentification,Child Identification,Umwirondoro w'Umwana,Umwirondoro w'umwana,Aqoonsiga Canuga
EHEZA-U-0133,ChildNutritionSignLabel.AbdominalDistension,Abdominal Distension,Kubyimba inda,Kuvyimba inda,Calool fuur
EHEZA-U-0134,ChildNutritionSignLabel.Apathy,Apathy,Kwigunga,Kwigunga,Daal
EH-NUT-003,ChildNutritionSignLabel.DrySkin,Dry Skin,Uruhu ryumye,Uruhu runyankabiranye,Maqaar Qallalan
EHEZA-U-0135,ChildNutritionSignLabel.PoorAppetite,Poor Appetite,Kubura apeti /kunanirwa kurya,Akayabagu gake,Cunno Xumo
EHEZA-U-0136,ChildNutrition,Child Nutrition,Imirire y'Umwana,Ingaburo y’umwana,Nafaqada Canuga
EHEZA-U-0137,Children,Children,Abana,Abana,Carruur
EHEZA-U-0138,ChildScoreboardActivityTitle.ChildScoreboardVaccinationHistory,Vaccination History,Amakuru ku Nkingo,Akahise k'Urucanco,
EHEZA-U-0139,ChildScorecard,Child Scorecard,Ifishi y’Imikurire y’Umwana,Ikarata y'ikurikiranwa ry'umwana,Jaantuska Canuga
EHEZA-U-0140,ChildWellness,Child Wellness,Imibereho myiza y'umwana,,
EHEZA-U-0141,ChronicHypertension,Chronic Hypertension,Indwara y'Umuvuduko w'Amaraso Imaze Igihe Kirekire,Umuvuduko ukabije w'amaraso wamaho,
EHEZA-U-0142,CHW,CHW,,,
EHEZA-U-0143,ChwActivity,Chw Activity,Igikorwa cy'Umujyana w'Ubuzima,Igikorwa c'Abaremeshakiyago,Hawsha SHCB
EHEZA-U-0144,Clear,Clear,Gukuraho,biragaragara,Tirtir
EHEZA-U-0145,Clinical,Clinical,Amakuru y’ubuvuzi,Ivyo kwa muganga,Daaweyn
EHEZA-U-0146,ClinicalProgressReport,Clinical Progress Report,Erekana raporo yibyavuye mu isuzuma,Icegeranyo c'iterambera mu kuvugwa co kwa muganga,Warbixinta Horusocodka Daaweynta
EHEZA-U-0147,Colline,Colline,,Umutumba,
EHEZA-U-0148,CollineSub,Sub-Colline,,Agacimbiri,
EHEZA-U-0149,Commune,Commune,,,
EHEZA-U-0150,CompletionDate,Completion Date,,Itariki yaherejeko gufata umuti,
EHEZA-U-0151,ConditionsDuringPreviousPregnancy,Conditions during previous pregnancy,Uko umubyeyi yari ameze igihe yari atwite inda iheruka,,
EHEZA-U-0152,Connecting,Connecting,Gusabana,,
EHEZA-U-0153,ConstipationLabel,Constipation,Kwituma impatwe,Ukuzura inda,Calool istaag
EHEZA-U-0154,Contacted114,Contacted 114,Namenyesheje 114,Inimero yo kuvuganako 114,
EHEZA-U-0155,ContactedHC,Contacted health center,Yamenyesheje ikigo nderabuzima,Ivuriro ryarondewe,Xarunta caafimaad ee lala xiriiray
EHEZA-U-0156,ContactName,Contact Name,,,Magaca Qofka
EHEZA-U-0157,ContributingFactor.FactorLackOfBreastMilk,Lack of breast milk (for children < 6 months),Kubura kw'amashereka (ku mwana uri munsi y'amezi atandatu),Ibura ry'amaberebere (ku bana bari munsi ya mezi 6),Aan lahayn caanaha naaska (ilmaha <6 bilood)
EHEZA-U-0158,ContributingFactor.FactorMaternalMastitis,Maternal mastitis (for children < 6 months),Umubyeyi yabyimbye amabere (ku mwana uri munsi y'amezi atandatu),Ingwara y'imoko kub'abavyeyi (ku bana bari munsi y'amezi 6),
EHEZA-U-0159,ContributingFactor.FactorDiarrheaOrVomiting,Diarrhea or vomiting,Impiswi cyangwa kuruka,Gucibwamwo hamwe n'ukudahwa,Shuban ama matag
EHEZA-U-0160,ContributingFactors,Contributing Factors,Impamvu zateye uburwayi,Ivyatumye arwara,Waxyaabaha Keeni kara
EHEZA-U-0161,ConvulsionsAndUnconsciousPreviousDelivery,Experienced convulsions and resulted in becoming unconscious after delivery,Ubushize yaragagaye bimuviramo kutumva akimara kubyara,Umurwayi/umuvyeyi yagize ibizunguzungu hama haziramwo uguta ubwenge mu gihe yarahejeje kuvyara,
EHEZA-U-0162,ConvulsionsLabel,Convulsions,Kugagara,Ibisahuzi,Gariir
EHEZA-U-0163,ConvulsionsPreviousDelivery,Experienced convulsions in previous delivery,Ubushize yaragagaye abyara,Yarumvise ibizunguzungu igihe aheruka kwibaruka,
EHEZA-U-0164,CorePhysicalExamLabel,Core Physical Exam,Isuzuma ryimbitse,Igipimo c'umubiri c'intango,
EHEZA-U-0165,COVID19WithSignsOfPneumonia,COVID-19 with signs of Pneumonia,Uburwayi bwa Covid-19 hamwe n'ibimenyetso by'Umusonga,Virisi ya Korona - 19 n'ibimenyetso vy'umusonga,COVID-19 oo leh calaamadaha Oof wareenka
EHEZA-U-0166,Creatinine,Creatinine,Keleyatinine,Créatinine,
EHEZA-U-0167,CSection,C-Section,Yarabazwe,,
EHEZA-U-0168,CSectionScar.Vertical,Vertical,Irahagaze,Irahagaze,
EHEZA-U-0169,CSectionScar.Horizontal,Horizontal,Iratambitse,Iraryamye,Jiif
EHEZA-U-0170,CurrentMedication,Current Medication,,Umuti ariko afata,
EHEZA-U-0171,DepressionNotLikely,Depression not Likely,Birashoboka ko adafite indwara y'agahinda gakabije,Kwihebura ntibishoboka,
EHEZA-U-0172,DepressionPossible,Depression Possible,Birashoboka ko yagira indwara y'agahinda gakabije,Kwihebura birashoboka,
EHEZA-U-0173,DiplomaProgram2YearsOfUniversity,Diploma Program (2 years of University),Amashuri 2 ya Kaminuza,Umugambi wo kuronka urupapuro rw'umutsindo (Imyaka Ibiri (2) kuri Kaminuza),Barnaamijka Dibloomada (2 sano oo Jaamacad ah)
EHEZA-U-0174,DiscordantPartnership,Discordant Partnership,Umwe mubo babana afite ubwandu,Umwe afise umugera wa SIDA kandi uwundi atawafise,
EHEZA-U-0175,DTPHepBHib,DTP - HepB - Hib,,,
EHEZA-U-0176,EarlyMastitisOrEngorgement,Early Mastitis or Engorgement,Uburwayi bwo kubyimba amabere bwaje kare cyane,Iyuzura ry'amaberebere (Mastite précoce),
EHEZA-U-0177,Erythromycin500mg,Erythromycin (500mg),Erythromicine (500mg),Erythromycine (500 mg),
EHEZA-U-0178,ExcessiveBleeding,Excessive Bleeding,Kuva cyane,Kuva amaraso cane,Dhiigbax aad u daran
EHEZA-U-0179,FairlyHighPossibilityOfDepression,Fairly High Possibility of Depression,Birashoboka cyane ko afite indwara y'agahinda gakabije,Birashoboka cane kwihebura,
EHEZA-U-0180,FeverOfUnknownOriginLabel,Fever of Unknown Origin,Umuriro utazi icyawuteye,Ubushuhe bitazwi iyo bwazananye,Qandho aan asalkeeda la garanayn
EHEZA-U-0181,Glipenclamide5mg,Glipenclamide (5mg),,,
EHEZA-U-0182,Gonorrhea,Gonorrhea,Indwara y'umutezi,Ingwara yo mu bihimba vy'irondoka,
EHEZA-U-0183,Group,Group,Itsinda,Umurwi,Koox
EHEZA-U-0184,ContactInformation,Contact Information,Uburyo bwakwifashishwa mu kugera ku mugenerwabikorwa,Amakuru y'uwo mwavuganye,Xogta Qofka
