id,translation_id,english,kinyarwanda,kirundi,somali
EHEZA-U-0890,PrenatalHealthEducationLabel.EducationSaferSex,Safer Sex Practices,Imibonano mpuzabitsina ikingiye,Imigirwa mpuzabitsina ikingiwe,Hababka bad qabka leh ee Galmada
EHEZA-U-0891,PrenatalHealthEducationLabel.EducationGrief,Grief,Intimba,,Niyadjab
EHEZA-U-0892,PrenatalHealthEducationLabel.EducationHIVPartnerPresence,Partner Presence,Guherekezwa n'umutware,,
EHEZA-U-0893,PrenatalImmunizationHistory.VaccineTetanus,Tetanus History,Amakuru ku ndwara y'Agakwega,Akahise ka Rudadaza,Taariikhda Teetanada
EHEZA-U-0894,PrenatalLabsCaseManagementEntryTypeResults,ANC Lab Results,Ibisubizo by'Ibizamini Byafashwe ku mugore utwite,Inyishu z'ibipimo vyakozwe mu gusuzumisha imbanyi,
EHEZA-U-0895,PrenatalMedicationTask.TaskFefol,Fefol,Ibinini by'ubutare (Fefol),,
EHEZA-U-0896,PrenatalMedicationTask.TaskFolate,Folate,Ibinini bya Acide Folic,,
EHEZA-U-0897,PrescribedMedication,Prescribed Medication,Imiti yatanzwe,Imiti yandikiwe,Dawada la Qoray
EHEZA-U-0898,OutsideCareMedicationLabel.OutsideCareMedicationQuinineSulphate,Quinine Sulphate per os (10 mg/kg/dose),,,
EHEZA-U-0899,OutsideCareMedicationLabel.OutsideCareMedicationPenecilin1,Penicillin (2.4 million units),Penisilini (Miliyoni 2.4),"Penisiline (udupimo tungana na miliyoni 2,4)",Penicillin (2.4 malayn qeyb)
EHEZA-U-0900,OutsideCareMedicationLabel.OutsideCareMedicationDolutegravir,Dolutegravir (50mg),,,
EHEZA-U-0901,OutsideCareMedicationLabel.OutsideCareMedicationIron2,Iron (60mg),Fer (60mg),Fer (60mg),
EHEZA-U-0902,OutsideCareMedicationLabel.OutsideCareMedicationFolicAcid,Folic Acid (400IU),,Acide Folique (400IU),
EHEZA-U-0903,OutsideCareMedicationDosage.OutsideCareMedicationQuinineSulphate,3 x a day for 7 days,inshuri 3 ku munsi mu minsi 7,,
EHEZA-U-0904,OutsideCareMedicationDosage.OutsideCareMedicationTDF3TC,one tab by mouth 1x a day,Kunywa ikinini kimwe inshuro imwe ku munsi,Kumira ikinini kimwe incuro 1 ku munsi,
EHEZA-U-0905,OutsideCareMedicationDosage.OutsideCareMedicationIron2,one tab by mouth 2x a day,Kunywa ikinini kimwe inshuro 2 ku munsi,Kumira ikinini kimwe incuro 2 ku munsi,
EHEZA-U-0906,PrenatalSymptom.BurningWithUrination,Burning with Urination,Kunyara Ukababara,Ugusha hamwe n'ugusoba,
EHEZA-U-0907,PrenatalSymptom.AbnormalVaginalDischarge,Abnormal Vaginal Discharge,Gusohora ibintu bidasanzwe mu gitsina,Isohoka ridasanzwe ry'amazi canke ibintu bimeze nk'amazi mu gihimba c'irondoka,
EHEZA-U-0908,PrenatalSymptom.CoughContinuous,Cough for >2 weeks,Inkorora irengeje ibyumweru 2,Ugukorora ikiringo kirenga indwi 2,Qufac ilaa >2 usbuuc
EHEZA-U-0909,PrenatalSymptom.LegPainRedness,Leg Pain or Redness (One Leg),Kubabara akaguru kamwe cyangwa gutukura ku kuguru kumwe,Ububabare no kubenjuka ku maguru (Ukuguru kumwe),Lugo xanuun ama Gaduudnaasho (Hal lug)
EHEZA-U-0910,Referral,Referral,Kohereza,Kurungika,Gudbin
EHEZA-U-0911,RememberMakeYourCoworkersYourWorkFamily,Remember: Make your co-workers your work family.,,,
EHEZA-U-0912,Resolved,Resolved,,Cakemutse,La xaliyay
EHEZA-U-0913,SevereCOVID19,Severe COVID-19,Uburwayi bwa Covid-19 bukabije,COVID-19 ikaze,COVID-19 aad u daran
EHEZA-U-0914,SimpleCOVID19,Simple COVID-19,Uburwayi bwa Covid-19 bworoheje,Korona (COVID-19) isanzwe,COVID-19 Fudud
EHEZA-U-0915,SpontaneousBleedingLabel,Spontaneous Bleeding,Kuva amaraso bitunguranye,Ukuva amaraso aho nyene,Dhiigbax aan waqti lahayn
EHEZA-U-0916,StageOneHypertension,Stage One Hypertension,Umuvuduko w'amaraso uri ku rwego rwa mbere,Umuvuduko w'amaraso uri mu c'iciro/mu gice ca mbere,
EHEZA-U-0917,SuicideRisk,Suicide Risk,Afite ibyago byo kwiyahura,Ingorane zimutuma ashobora kwiyahura,
EHEZA-U-0918,SyphilisWithComplications,Syphilis with Complications,Mburugu n'ibibazo bishamikiyeho,Syphilis hamwe n'ingorane,
EHEZA-U-0919,TestExecutionNote.TestNoteRunToday,Run Today,Ikizamini cyakozwe uyu munsi,Gikorwe uno munsi,Hada la Ogaanayo
EHEZA-U-0920,TestExecutionNote.TestNoteRunPreviously,Run Previously,Ikizamimi cyakozwe ubushize,Cakozwe ubushize,Horay loo Ogaaday
EHEZA-U-0921,TestExecutionNote.TestNoteLackOfReagents,Lack of Reagents,Kubura kw'ibikoresho byo gupima,Ibura ry'imiti ikoreshwa mu gupima,Milan la`aan
EHEZA-U-0922,TestExecutionNote.TestNoteLackOfOtherSupplies,Lack of Other Supplies,Kubura kw'ibindi bikoresho bicyenerwa mu gupima,Ibura ry'ibikoresho bindi,Aan lahayn agabka kale
EHEZA-U-0923,TestExecutionNote.TestNoteNoEquipment,No Equipment,Nta gikoresho gihari,Nta bikoresho,Ma jiro Qalab
EHEZA-U-0924,TestExecutionNote.TestNoteBrokenEquipment,Broken Equipment,Igikoresho gipima cyarangiritse,Ibikoresho vyaramenetse,
EHEZA-U-0925,TestExecutionNote.TestNoteKnownAsPositive,Known as Positive,Asanzwe afite ubwandu,Birazwi ko arwaye,
EHEZA-U-0926,TestExecutionNote.TestNoteToBeDoneAtHospital,To be Done at Hospital,,Gukorerwa mu Bitaro,Lagu sameynayo Isbitaalka
EHEZA-U-0927,PrenatalVaccineLabel.VaccineTetanus,Tetanus,Agakwega,Rudadaza,Teetano
EHEZA-U-0928,PrePregnancyWeight,Pre-pregnancy Weight,Ibiro bya mbere yo gutwita,,
EHEZA-U-0929,PreTerm,Pre Term,Inda itaragera igihe,Imbere y'igihe,Aan bilo dhameesanin
EHEZA-U-0930,PregnancyConcludedLabel,or Pregnancy Concluded,Cyangwa Iherezo ry'inda,Canke imbanyi yashitse ku gihe cayo,ama Lasoo gaba gabeeyay Uurka
EHEZA-U-0931,PregnancyOutcomeLabel,Pregnancy Outcome,Iherezo ry'inda,Inyishu yerekeye imbanyi,Natiijada Uurka
EHEZA-U-0932,PregnancyOutcome.OutcomeLiveAtTerm,Live Birth at Term (38 weeks EGA or more),Kubyara umwana muzima/Ushyitse (ku byumweru 38 kuzamura),Imbanyi ivutse ikomeye ikiringo kigeze (Indwi 38 z'imbanyi canke zirenga),Nolol ku Dhashay oo Bilo Dhameestay (38 usbuuc EGA ama ka badan)
EHEZA-U-0933,PregnancyOutcome.OutcomeLivePreTerm,Live Birth Preterm (less than 38 weeks EGA),Kubyara mwana udashyitse (munsi y'ibyumweru 38),Imbanyi ivutse imbere y'ikiringo (mbere y'indwi 38),Nolol ku dhashay oo aan Bilo dhameesan (ka yar 38 usbuuc EGA)
EHEZA-U-0934,PregnancyOutcome.OutcomeStillAtTerm,Stillbirth at Term (38 weeks EGA or more),Abana bapfiriye mu nda bageze igihe cyo kuvuka (ku byumweru 38 kuzamura),Umwana yavutse yapfuye ku mbanyi igeze,Uur meyd bilo dhameystay (38 usbuuc EGA ama ka badan)
EHEZA-U-0935,PregnancyOutcome.OutcomeStillPreTerm,Stillbirth Preterm (less than 38 weeks EGA),Abana bapfiriye mu nda batagejeje igihe cyo kuvuka (munsi y'ibyumweru 38),Umwana yavutse yapfuye ku mbanyi itaragera,Uur meyd aan bilo dhameysan (ka yar 38 usbuuc EGA)
EHEZA-U-0936,PregnancyOutcome.OutcomeAbortions,Abortions (before 24 weeks EGA),Kuvanamo inda (mbere y'ibyumweru 24),Ugukoroka kw'imbanyi (imbere y'indwi 24 ugereranije nigihe imbanyi imaze),Dhicis (ka hor 24 todobaad EGA)
EHEZA-U-0937,PrePregnancyClassification.PrePregnancyObesity,Obesity,,,
EHEZA-U-0938,PreTermPregnancy,Number of Pre-term Pregnancies (Live Birth),Umubare w'abavutse ari bazima badashyitse,Igitigiri c'imbanyi zavutse zitageze kw'itarike (Ariko abana bakaba bariho),Tirada Carruurta aan bilo Dhameysan (Ku Dhashay Nolol)
EHEZA-U-0939,PreviousCSectionScar,Previous c-section or other abdominal scar,Inkovu yaho babaze ubushize cyangwa indi nkovu ku nda,Igikomere c'ugukorwa guheruka canke ikindi gikomere ku nda,Qalliin hore ama nabar kale oo caloosha ah
EHEZA-U-0940,PreviousDelivery,Previous delivery,Kubyara guheruka,Ukwibaruka guheruka,Dhalmo Hore
EHEZA-U-0941,PreviousMedication,Previous Medication,,,
EHEZA-U-0942,Programs,Programs,Porogaramu,Imigambi,Barnaamijyada
EHEZA-U-0943,ProgressPhotos,Progress Photos,Uko amafoto agenda ahinduka,Iterambere rya mafoto,Sawirada Hor u socodka
EHEZA-U-0944,ProgressReport,Progress Report,Raporo y’ibyakozwe,Iterambere ry'icegeranyo,Warbixinta Hor u socodka
EHEZA-U-0945,ProgressReports,Progress Reports,Raporo z’ibyakozwe,Icegeranyo c’ivyakozwe,Warbixinada Hor u socodka
EHEZA-U-0946,ProgressTimeline,Progress Timeline,Uko inda igenda ikura,Ikiringo c'iterambere,Waqtiga Hor u socodka
EHEZA-U-0947,ProgressTrends,Progress Trends,Uko ibipimo bigenda bizamuka,Amayira y'iterambere,Dhacdooyinka Hor u socodka
EHEZA-U-0948,ProphylaxisMedications,Prophylaxis Medications,,Imiti ikinga,Dawada ka Hortaga
EHEZA-U-0949,PriorDiagnosis,Prior Diagnosis,Uburwayi yagize/yigeze kurwara,Imbere y'isuzuma,Baaritaanka Ka hor
EHEZA-U-0950,Province,Province,Intara,Intara,Gobal
EHEZA-U-0951,ReadyForReview,Ready for Review,,,
EHEZA-U-0952,ReasonForDistribution,Reason for distribution,Impamvu yo gutanga,Inkomoko yo gutanga,Sababta qaybinta
EHEZA-U-0953,ReasonForNotBreastfeeding.NotBreastfeedingBreastPain,Breast pain,Ububabare bw'amabere,Kubabara amabere,
EHEZA-U-0954,ReasonForNotBreastfeeding.NotBreastfeedingBreastRedness,Breast redness,Amabere aratukuye,Amabere atukura,
EHEZA-U-0955,ReasonForNotBreastfeeding.NotBreastfeedingLowMilkProduction,Low milk production,Amashereka adahagije,Umwimbu w'amata uri hasi,Caano yar soo saaraya
EHEZA-U-0956,ReasonForNotBreastfeeding.NotBreastfeedingProblemsLatching,Problems latching,Ibibazo byo konka,Ingorane zo kugara,Dhibaatooyinka weli taagan yihiin
EHEZA-U-0957,ReasonForNotBreastfeeding.NotBreastfeedingMedicalProblems,Medical Problems,Ibibazo by'uburwayi,Ingorane ziri m'ubuvuzi,Dhibaato caafimaad
EHEZA-U-0958,ReasonForNotBreastfeeding.NotBreastfeedingPersonalChoice,Personal Choice,Amahitamo ye bwite,Ihitamwo ry'umuntu,Dooqa Qofka
EHEZA-U-0959,ReasonForNotIsolating.NoSpace,No space available at home or clinic,Nta mwanya uboneka mu rugo cyangwa mu ivuriro,Nta kibanza na kimwe kihari haba muhira canke kw'ivuriro/ku bitaro,Meel banaan lagama heli karo guriga ama rugta caafimaad
EHEZA-U-0960,ReasonForNotIsolating.TooIll,Too ill to leave alone,Umurwayi ararembye ntagomba gusigara wenyine,Ararwaye cane kuburyo atogenda wenyene,
EHEZA-U-0961,ReasonForNotIsolating.CanNotSeparateFromFamily,Unable to separate from family,Ntibishoboka kumutandukanya n'umuryango,Ntibishoboka kwitandukanya n'umuryango,Kama go`I karo qoyska
EHEZA-U-0962,ReasonForNotTaking.NotTakingAdverseEvent,Adverse event,Ibintu bidasanzwe (bitewe n'imiti wafashe),Icyabaye bibabaje,Waxyeelo
EHEZA-U-0963,ReasonForNotTaking.NotTakingNoMoney,No money for medication,Nta mafaranga yo kwishyura imiti afite,Nta mafaranga yo kugura imiti,Lacag uma heysto dawada
EHEZA-U-0964,ReasonForNotTaking.NotTakingMemoryProblems,Memory problems,Ibibazo byo kwibagirwa,Ingorane zo kwibuka,Dhibaato la xiriirta Keydka Xasuusta
EHEZA-U-0965,ReasonForNotTaking.NotTakingTreatmentNotStarted,Treatment not started,,,
EHEZA-U-0966,ReasonForNotProvidingHealthEducation.LackOfAppropriateEducationUserGuide,Lack of appropriate education user guide,Nta mfashanyigisho yabugenewe ihari,Ukubura ry'indongozo nziza yo gukoresha ivyo wize,Aan lahayn hagaha waxbarashada ku haboon
EHEZA-U-0967,ReasonForNotProvidingHealthEducation.NoReasonForNotProvidingHealthEducation,No reason,Nta mpamvu,Nta citwazo,Sabab la`aan
EHEZA-U-0968,Received,Received,Ibyakiriwe,yaronse,Helay
EHEZA-U-0969,RecommendationSite.TeamComeToVillage,Team will come to village,Itsinda rizaza mu mudugudu,Umurwi uzoza ku musozi,
EHEZA-U-0970,Recommended,Recommended,Imiti yemewe,Bitegerezwa,Lagula taliyay
EHEZA-U-0971,RecommendedSymptomRelief,Recommended Symptom Relief,Imiti yemewe mukuvura ibimenyesto,Icofasha kugabanya ibimenyetso categetswe,Kula tali Qandho Jabiye
EHEZA-U-0972,RecommendedTreatmentSignLabel.TreatmentWrittenProtocols,GI complications: followed Written Protocols,Afite ibibazo by'urwungano ngogozi: Kurikiza amabwiriza,Ingorane zijane na IG: Kurikiza Inyandiko Ntumberezo zivyerekeye,Waxyeelo Uur ku jirta ah:
EHEZA-U-0973,RecommendedTreatmentSignLabel.NoTreatmentForMalaria,No Treatment Administered,Nta muti watanzwe,Nta muti watanzwe,Daawo lama siinin
EHEZA-U-0974,RecommendedTreatmentSignLabel.TreatmentHydrochlorothiazide,Hydrochlorothiazide (12.5mg),Idirokolotiyazide (12.5mg),,
EHEZA-U-0975,RecommendedTreatmentSignLabel.TreatmentNifedipine,Nifedipine (20mg),Nifedipine miligarama 20,,
EHEZA-U-0976,RecommendedTreatmentSignLabel.TreatmentCaptopril,Captopril (25mg),Kabutopulili miligaram 25,,
EHEZA-U-0977,RecommendedTreatmentSignLabel.TreatmentLisinopril,Lisinopril (5mg),Lizinopilili miligarama 5,,
EHEZA-U-0978,RecommendedTreatmentSignLabel.TreatmentAtenlol,Atenlol (12.5mg),Atenilolo miligarama 12.5,,
EHEZA-U-0979,RecommendedTreatmentSignLabel.TreatmentAluminiumHydroxide,Aluminium Hydroxide (500mg),Idologiside d'Aluminiyumu miligarama 500,Hidroksidi ya Alimini (mg 500),
EHEZA-U-0980,RecommendedTreatmentSignLabel.TreatmentNitrofurantoin,Nitrofurantoin (100mg),,,
EHEZA-U-0981,RecommendedTreatmentSignLabel.TreatmentAmoxicillin,Amoxicillin (500mg),,,
EHEZA-U-0982,RecommendedTreatmentSignLabel.TreatmentClotrimaxazole200,Clotrimaxazole (200mg),,,
EHEZA-U-0983,RecommendedTreatmentSignLabel.TreatmentClotrimaxazole500,Clotrimaxazole (500mg),,,
EHEZA-U-0984,RecommendedTreatmentSignLabel.TreatmentCloxacillin,Cloxacillin (250mg),,,
EHEZA-U-0985,RecommendedTreatmentSignLabel.TreatmentMastitisAmoxicillin,Amoxicillin (250mg),,,
EHEZA-U-0986,RecommendedTreatmentSignLabel.TreatmentPenecilinV,Penicillin V (250mg),,,
EHEZA-U-0987,RecommendedTreatmentSignLabel.TreatmentParacetamol,Paracetamol (500mg),,,
EHEZA-U-0988,RecommendedTreatmentSignLabel.TreatmentIbuprofen,Ibuprofen (400mg),,,
EHEZA-U-0989,RecommendedTreatmentSignLabel.TreatmentMetformin2m2eGlipenclamide1m1e,"Metformin (500mg), Glipenclamide (5mg)",,,
EHEZA-U-0990,RecommendedTreatmentSignLabel.TreatmentGlipenclamide2m2eMetformin1m1e,"Glipenclamide (5mg), Metformin (500mg)",,,
EHEZA-U-0991,RectalHemorrhoids,Rectal Hemorrhoids,Kubyimba kw'imitsi y'ishyira(rectum)/Hemoroyide,Ingwara y'ibivyimba m'umufutu/mu nyo,Baabasiirka Malawadka
EHEZA-U-0992,ReferredToFacility.FacilityHealthCenter,Referred to health center,Yoherejwe ku kigo nderabuzima,Yarungitswe kw'ivuriro,Loo gudbiyay Xarun Caafimaad
EHEZA-U-0993,ReferredToFacility.FacilityHospital,Referred to hospital,Yoherejwe ku bitaro,Yarungitswe ku bitaro,Loo gudbiyay isbitaal
EHEZA-U-0994,ReferredToFacility.FacilityMentalHealthSpecialist,Referred to mental health specialist,Yoherejwe ku muganga w'inzobere w'ubuzima bwo mu mutwe,Yarungitswe k'umuhinga w'ingwara zo mu mutwe,Loo gudbiyay dhakhtar caafimaadka dhimirka
EHEZA-U-0995,ReferredToFacility.FacilityARVProgram,Referred to ARV services,Yoherejwe muri service itanga imiti igabanya ubukana bwa Virusi itera SIDA,Yarungitswe mu gisata kiraba ivya ma ARVs,Loo gudbiyay adeegyada ARV
EHEZA-U-0996,ReferredToFacility.FacilityNCDProgram,Referred to NCD services,Yoherejwe muri service y'indwara zitandura,Yarungitswe mu gisata c'ingwara zitandukira,Loo gudbiyay adeegyada NCD
EHEZA-U-0997,ReferredToFacility.FacilityANCServices,Referred to ANC services,Yoherejwe muri serivise yita kubuzima bw'umubyeyi utwite,Yarungitswe mu gisata kiraba ingwara zitandukira,Loo gudbiyay adeegyada DHU
EHEZA-U-0998,ReferredToFacility.FacilityUltrasound,Referred to Ultrasound,,Yarungitswe mw'Iradiyo,Loo gudbiyay baaritaanka Uur ku jirta
EHEZA-U-0999,RegistratingHealthCenter,Registrating Health Center,Izina ry'ikigo nderabuzima umugenerwabikorwa abarizwamo,Ivuriro ryandika/kwiyandikisha kw'ivuriro,Diiwaan gelinaya Xarun Caafimaad
EHEZA-U-1000,ReinforceAdherenceTo,Reinforce adherence to,Shimangira kubahiriza,,
EHEZA-U-1001,RemainingForDownloadLabel,Remaining for Download,Ibisigaye gukurwa kuri seriveri,Ibisigaye gupakurura,U haray si loo soo dejiyo
EHEZA-U-1002,RemainingForUploadLabel,Remaining for Upload,Ibisigaye koherezwa kuri seriveri,Ibisigaye kurungika,U haray sii loo geliyo
EHEZA-U-1003,RenalDisease,Renal Disease,Indwara z'impyiko,Ingwara yo mu mafyigo,
EHEZA-U-1004,ReportTab.TabSPVReport,Standard Pediatric Report,Raporo ku Isuzuma ry'Umwana,Icegeranyo gisanzwe c'igisata kiraba abana,Warbixinta Carruurta Caadiga ah
EHEZA-U-1005,Reports,Reports,Raporo,Ivyegeranyo,Warbixino
EHEZA-U-1006,ResilienceCategory.ResilienceCategoryIntroduction,Introduction,Ikaze,,
EHEZA-U-1007,ResilienceCategory.ResilienceCategoryStressManagement,Stress Management,Kunanirwa,,
EHEZA-U-1008,ResilienceCategory.ResilienceCategoryMindfulness,Mindfulness,,,
EHEZA-U-1009,ResilienceCategory.ResilienceCategorySelfCare,Self Care,Kwiyitaho,,
EHEZA-U-1010,ResilienceCategory.ResilienceCategoryEndOfPeriod,End Of Month,Gusoza ukwezi kwa mbere,,
EHEZA-U-1011,ResilienceRole.ResilienceRoleNurse,Health Care Worker (HC),,,
EHEZA-U-1012,ResilienceRole.ResilienceRoleLineManager,Line Manager,,,
EHEZA-U-1013,ResilienceRole.ResilienceRoleSupervisor,Supervisor,,,
EHEZA-U-1014,ResilienceRole.ResilienceRoleDirector,Director General,,,
EH-PRE-004,RespiratoryRate,Respiratory Rate,Inshuro ahumeka,Igipimo co guhema,Heerka Neefsashada
EHEZA-U-1015,Reviewed,Reviewed,Byarebwe,Vyasuzumwe,Dib loo eegay
EHEZA-U-1016,RHFactorNegative,RH Factor Negative,Rezisi Negatifu,Rhesus negatif,
EHEZA-U-1017,RHFactorUnknown,RH Factor Unknown,Rezisi ntago Izwi,Rhesus ntago izwi,Aan la garanayn RH factor
EHEZA-U-1018,Right,Right,Iburyo,Iburyo,Midig
EHEZA-U-1019,RiskFactors,Risk Factors,Abashobora kwibasirwa n'indwara runaka (kubera impamvu zitandukanye:kuba atwite..),Impamvu z'ingorane,Arrimaha Khatarta leh
EHEZA-U-1020,ScheduleFollowUp,Schedule Follow Up,,Tegura ibikurikira,Jadwal u samee ka War qabka
EH-PER-002,SecondName,Second Name,Izina ry'umuryango,Izina ry'ikirundi,Magaca Labaad
EHEZA-U-1021,Sector,Sector,Umurenge,Umutumba,Waaxda
EH-HIV-021,SevereAbdominalPainLabel,Severe abdominal pain,Kuribwa mu nda bikabije,Kurimba cane mu bwena,Calool xanuun aad u daran
EHEZA-U-1022,SevereFatigue,Severe Fatigue,,,
EHEZA-U-1023,SevereAnemia,Severe Anemia,Amaraso Macye Cyane,Ibura ry'amaraso rikaze,Dhiig yari aad u daran
EHEZA-U-1024,Shared,Shared,Ayisangira n'abandi,Umwana asangira n’abandi,Lala wadaagay
EHEZA-U-1025,Signature,Signature,Umukono,Umukono,Saxiix
EH-AI-015,SoreThroatLabel,Sore Throat,Kubabara mu muhogo,Kubabara mu muhogo,Dhuun Xanuun
EHEZA-U-1026,SpousePartner,Spouse / Partner,,,
EHEZA-U-1027,StockManagement,Stock Management,Ububiko bw'imiti,Ugucunga ububiko,
EHEZA-U-1028,StockManagementMenu.MenuReceiveStock,Receive Stock,Kwakira ibijya mu bubiko,Ukuronka ivyo gushira m'ububiko,Ku wareejin keyd
EHEZA-U-1029,StockManagementMenu.MenuViewMonthDetails,View current month details,Kureba ibyakozwe muri uku kwezi mu byuro burambuye,Raba neza/ Subiramwo ivyanditse vyose vy'uku kwezi,Eeg xogta bishan
EHEZA-U-1030,SubsequentEncounter,Subsequent Encounter,Igikorwa gikurikiyeho,Uguhura kuri imbere/ umubonano uri imbere,Ogaanshaha is Xig xiga
EHEZA-U-1031,Summary,Summary,,Ivyakozwe,
EHEZA-U-1032,SuspectedCovid19CaseIsolate,Isolate immediately from family,Mutandukanye ako kanya n'umuryango we umushyire mu kato,Itandukanye ubwo nyene n'umuryango wawe uje mu kibanza cawe wenyene,Si deg-deg ah uga karantiil qoyska
EHEZA-U-1033,SuspectedCovid19CaseContactHC,Contact health center immediately,Menyesha ikigo nderabuzima ako kanya,Ukuvugana n'ivuriro vuba bwango,La xiriir Xarunta Caafimaadka si deg-deg ah
EHEZA-U-1034,SuspectedCovid19CasePerformRapidTest,Perform a rapid test immediately,Kora ikizamini nonaha,Gukora igipimo cihuta aka kanya,Isla markiiba samee baaritaan deg-deg ah
EHEZA-U-1035,SymptomRelief.SymptomReliefParacetamol,Paracetamol for Fever,Umuti wa Paracetamoro ugabanya umuriro,Paracétamol umuti w'ubushuhe,Barastamool Qandho jabin ah 
EHEZA-U-1036,SymptomRelief.SymptomReliefVitaminC,Effervescent Vitamin C tablets,Ibinini bya Vitamin C,Ibinini bibira vya Vitamine C,
EHEZA-U-1037,SymptomRelief.SymptomReliefPaidoterineSyrup,Paidoterin syrup as a decongestant,Umuti wa Siro Pedotere ku ndwara z'imyanya y'ubuhumekero,Sirop de Paidoterin nk'umuti wo kugabanya (kugurura nko mu mazuru - kugabanya ibiseru),Sharoobo Paidoterin oo san fur ah
EHEZA-U-1038,SymptomRelief.SymptomReliefCoughMixture,"Cough mixtures such as Ascoril, Bronchalene, etc.","Umuti wa Siro Pedotere ku ndwara z'imyanya y'ubuhumekero, n'indi","Ugukorora bivanze na Ascoril, Bronchalène, n'ibindi",
EHEZA-U-1039,Symptoms,Symptoms,Ibimenyetso,Ibimenyetso,Calaamadaha
EHEZA-U-1040,SymptomsGeneralSign.BodyAches,Body Aches,Ububabare bw'umubiri wose,Ukuvunagurika,Jir Xanuun
EH-AI-003,SymptomsGeneralSign.Chills,Chills,Gutengurwa,Gukanya,Qarqaryo
EH-WC-009,SymptomsGeneralSign.Lethargy,Lethargy,Guhwera,Itiro rirenze,Tabaalac
EHEZA-U-1041,SymptomsGeneralSign.UnableToDrink,Unable to Drink,Ntashobora kunywa,Ntibishoboka kunywa,Ma Cabi karo
EHEZA-U-1042,SymptomsGeneralSign.UnableToEat,Unable to Eat,Ntashobora kurya,Ntibishoboka kurya,Ma Cuni karo
EHEZA-U-1043,SymptomsGeneralSign.DryMouth,Dry/Sticky Mouth,Iminwa yumye,Umunwa wumye,Af Qallalan/dheg dhegaya
EHEZA-U-1044,SymptomsGeneralSign.SevereWeakness,Severe Weakness,Yacitse intege cyane,Amagara make cane,Tabar yari aad u daran
EHEZA-U-1045,SymptomsGeneralSign.YellowEyes,Yellow Eyes,Amaso y'umuhondo,Amaso asa n'umutoto uhishiye,Indho Jaalle ah
EHEZA-U-1046,SymptomsGeneralSign.CokeColoredUrine,Coca-Cola Colored Urine,Inkari zisa na kokakola,Umukoyo urimwo irangi rya coca-cola,Kaadi Kalarkeeda yahay Kooka Koola
EH-AI-019,SymptomsGISign.Nausea,Nausea,Afite iseseme,Iseseme,Lalabo
EHEZA-U-1047,SymptomsGISign.NonBloodyDiarrhea,Non-Bloody Diarrhea - >3 liquid stools in the last 24 hours,Nta maraso yituma- yituma ibyoroshye inshuro zirenze 3 mu masaha 24,Nta ntagucibwamo birimwo amaraso - > ugucibwamwo incuro zirenze 3 mu masaha 24,Shuban aan dhiig la socon - >3 saxaro dareere ah 24-kii saac ee u dambeeyay
EHEZA-U-1048,SymptomsGISignAbbrev.NonBloodyDiarrhea,Non-Bloody Diarrhea,Nta maraso yituma,Nta bihitwe birimwo amaraso,Shuban aan Dhiig la Socon
EH-AI-012,SymptomsRespiratorySign.Cough,Cough,Inkorora,Inkorora,Qufac
EHEZA-U-1049,SymptomsRespiratorySign.NasalCongestion,Nasal Congestion,Gufungana mu mazuru,Ugupfungana amazuru,San Xiran
EHEZA-U-1050,SymptomsRespiratorySign.ShortnessOfBreath,Shortness of Breath,Guhumeka nabi,Ibura ry'impwemu,Neefsasho Cariiri ah
EHEZA-U-1051,SymptomsRespiratorySign.LossOfSmell,Loss of Smell,Kudahumurirwa,Ugutakaza kumoterwa,Aan Ur lahayn
EHEZA-U-1052,SymptomsRespiratorySign.StabbingChestPain,Stabbing Chest Pain,Kubabara mu gatuza,Ububabare nk'umusonga mu gikiriza (umengo bagucumise imbugita),Xabad xanuun  aad u daran
EHEZA-U-1053,SymptomsTask.SymptomsRespiratory,Respiratory,Ubuhumekero,Guhema,Neefsashada
EHEZA-U-1054,SymptomsTask.SymptomsGI,GI,Urwungano ngogozi,Ingwara zo mu nda,Uur ku jir
EHEZA-U-1055,SymptomReview,Symptom Review,Kureba ibimenyetso by'uburwayi,Kuraba ibimenyetso,Eegis Calaamadaha ah
EH-NCD-021,Syphilis,Syphilis,Mburugu,Ingwara yo mu bihimba vy'irondoka,Waraabow
EHEZA-U-1056,StartingStock,Starting Stock,Ububiko bwatangiranywe,Ugutangura ububiko,
EHEZA-U-1057,TakenAsPrescribed,Taken as prescribed,,,
EHEZA-U-1058,TargetedInterventions,Targeted Interventions,Ibikorwa bifasha umwana mu buryo bwihariye,Intabaro zerekejwe / ugutabara kwerekejwe,Tallaabooyinka la Hiigsanayo
EH-PER-009,TelephoneNumber,Telephone Number,Numero ya telefoni,Inimero ya Terefone,Lambarka Taleefanka
EHEZA-U-1059,Term,Term,Inda igeze igihe,Ikiringo,Mudo
EHEZA-U-1060,TermPregnancy,Number of Term Pregnancies (Live Birth),Umubare w'abavutse ari bazima bashyitse,Igitigiri c'imbanyi zashitse ku gihe (abana bakavuka bakomeye),Tirada Uurka Bilo Dhameystay (Ku Dhashay Nolol)
EHEZA-U-1061,TestDate,Date of Test,Itariki y'Ikizamini,Itarike y'igipimo,
EHEZA-U-1062,TotalCholesterol,Total Cholesterol,Igipimo cy'ibinure byose mu maraso (Total cholesterol),Icegeranyo c'amavuta m'umubiri,Wadarta Kolesteroolka
